pub_id,a_lead_id,a_contributing_id,a_year,a_date,a_publisher,a_pub_name,a_doi,a_isxn,a_scopus
94,28,,,,,"Advances in the Human Side of Service Engineering,Springer International Publishing, Vol. 601 (2017), pp. 203-214",,,
95,153,,2017,"April 11, 2017","3rd Regional Workshop on Country Safeguard Systems, Westin Resort, Nusa Dua, Bali, Indonesia",,,,
96,154,,2015,"February 11, 2015",,"Int. J. Innovation and Learning, Vol. 17, No. 2, pp. 187-204",,,
97,154,,2015,"December 01, 2015",,"Journal of Phil. Institute of Industrial Engineering, Vol 12, No. 2, pp 20-26",,ISSN 1656-2798,
98,154,,2016,"December 01, 2016",,"Phil. Engineering Journal  Vol. 38, No. 2, pp 51-67",,,
99,148,,2014,"October 01, 2014",,Environmental Research Letter. Vol. 9 (10).,10.1088/1748-9326/9/10/104011,,
99,20,,,"October 01, 2014",,Environmental Research Letter. Vol. 9 (10).,10.1088/1748-9326/9/10/104011,,
99,89,,,"October 01, 2014",,Environmental Research Letter. Vol. 9 (10).,10.1088/1748-9326/9/10/104011,,
100,148,,2015,"October 29, 2015","International Association for Energy Economics North American Conference, Pittsburgh, PA, USA",,,,
100,9,,,"October 29, 2015","International Association for Energy Economics North American Conference, Pittsburgh, PA, USA",,,,
100,68,,,"October 29, 2015","International Association for Energy Economics North American Conference, Pittsburgh, PA, USA",,,,
100,73,,,"October 29, 2015","International Association for Energy Economics North American Conference, Pittsburgh, PA, USA",,,,
100,94,,,"October 29, 2015","International Association for Energy Economics North American Conference, Pittsburgh, PA, USA",,,,
100,138,,,"October 29, 2015","International Association for Energy Economics North American Conference, Pittsburgh, PA, USA",,,,
101,148,,2015,,"Transportation Research Board Annual Meeting 2015. Washington, D.C..",,,,
101,9,,,,"Transportation Research Board Annual Meeting 2015. Washington, D.C..",,,,
101,68,,,,"Transportation Research Board Annual Meeting 2015. Washington, D.C..",,,,
101,94,,,,"Transportation Research Board Annual Meeting 2015. Washington, D.C..",,,,
102,148,,2016,,,Environmental Research Letters.,10.1088/1748-9326/11/4/044007,,
102,9,,,,,Environmental Research Letters.,10.1088/1748-9326/11/4/044007,,
102,68,,,,,Environmental Research Letters.,10.1088/1748-9326/11/4/044007,,
102,94,,,,,Environmental Research Letters.,10.1088/1748-9326/11/4/044007,,
102,143,,,,,Environmental Research Letters.,10.1088/1748-9326/11/4/044007,,
103,148,,2016,"November 25, 2016","4th Regional Conference on Energy Engineering, Phnom Penh, Cambodia",,,,
103,26,,,"November 25, 2016","4th Regional Conference on Energy Engineering, Phnom Penh, Cambodia",,,,
104,148,,2017,"November 25, 2017","4th Regional Conference on Energy Engineering, Phnom Penh, Cambodia.",,,,
104,39,,,"November 25, 2017","4th Regional Conference on Energy Engineering, Phnom Penh, Cambodia.",,,,
105,148,,2018,"November 25, 2018","4th Regional Conference on Energy Engineering, Phnom Penh, Cambodia.",,,,
105,106,,,"November 25, 2018","4th Regional Conference on Energy Engineering, Phnom Penh, Cambodia.",,,,
106,148,,2017,"June 23, 2017","Springer, Cham","AHFE 2017. Advances in Intelligent Systems and Computing, vol 604. ",,,
106,152,,,"June 23, 2017","Springer, Cham","AHFE 2017. Advances in Intelligent Systems and Computing, vol 604. ",,,
106,17,,,"June 23, 2017","Springer, Cham","AHFE 2017. Advances in Intelligent Systems and Computing, vol 604. ",,,
107,148,,2018,,,Int J Life Cycle Assess (2018) 23: 1928.,10.1007/s11367-017-1425-5,,
107,152,,,,,Int J Life Cycle Assess (2018) 23: 1928.,10.1007/s11367-017-1425-5,,
107,35,,,,,Int J Life Cycle Assess (2018) 23: 1928.,10.1007/s11367-017-1425-5,,
108,152,,2018,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. 27-28 Sept 2018.",,,,
108,62,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. 27-28 Sept 2018.",,,,
108,83,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. 27-28 Sept 2018.",,,,
108,90,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. 27-28 Sept 2018.",,,,
108,133,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. 27-28 Sept 2018.",,,,
109,148,,2018,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. ",,,,
109,30,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. ",,,,
109,36,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. ",,,,
109,38,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. ",,,,
109,124,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH. ",,,,
110,148,,2018,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
110,10,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
110,18,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
110,19,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
111,148,,2018,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
111,16,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
111,50,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
111,61,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
111,99,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
111,112,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
112,148,,2018,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
112,44,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
112,83,,,"September 28, 2018","11th AUN/SEED-Net Regional Conference on Energy Engineering (RCEneE 2018). Manila, PH.",,,,
